process.name,capacity,scale.ref,scale.notes,trl,trl.reference,trl.notes
activated-sludge-ozone-36.938,36.938,"http://www.sciencedirect.com/science/article/pii/S0011916406013130, http://staff.ppu.edu/iceep/abstracts/Locally%20Made%20Small%20Scale%20Activated%20Sludge%20Wastewater%20Treatment%20Plants%20...%20%D8%8C%20Abumohor%20Elias%20&%20Isaac%20Jad.pdf","3000 m3/day (seves small town of 13200 people), small-scale for a family, betweenm 0.6-1m3 per day",c,,
activated-sludge-36.938,36.938,http://www.sciencedirect.com/science/article/pii/S0000000000000001,"3000 m3/day (seves small town of 13200 people), small-scale for a family, betweenm 0.6-1m3 per day",c,,
algae-cultivation-0.00405,0.00405,http://www.sciencedirect.com/science/article/pii/S0960852409012449,"100000 kg biomass production per year, 0.35 g/L/day=4.05e-12 kg/L/s, assume range of 1e3 to 1e9 litres",c,"http://allaboutalgae.com/open-pond/, Currently in use in the US",
algae-production-pond-0.00405,0.00405,"http://www.sciencedirect.com/science/article/pii/S0960852409012449, Assume as above, for a production pond","100000 kg biomass production per year, 0.35 g/L/day=4.05e-12 kg/L/s, assume range of 1e3 to 1e9 litres",c,,
algae-production-photobioreactor-flatPlat-0.00000295,2.95E-06,"http://pubs.acs.org/doi/abs/10.1021/ie901459u, http://www.water.rutgers.edu/Educational_Programs/Senior%20Design2008/Algae%20to%20Energy%20Report.pdf","125 L (optimum size), Max trial production rate of 2.04 g/L/d, no need to scale the unit capacity: just have more units",m,https://en.wikipedia.org/wiki/Photobioreactor,
algae-production-photobioreactor-tubular-0.00000295,2.95E-06,http://pubs.acs.org/doi/abs/10.1021/ie901459u,"125 L (optimum size). Assume as above.",m,https://en.wikipedia.org/wiki/Photobioreactor,
amineScrubbing-e12,e12,,"1e12 kg (arbitrarily large number because we assume it can be freely multiplied up according to the powerplant)",c,,
anaerobic-digester-annamox-0.149,0.149,http://www.sciencedirect.com/science/article/pii/S0960852410013404,"5426504 kg of influent over 14 months, assume smallest scale at 1m3 per day (as for activated-sludge-anammox.yaml)",c,,
anaerobicDigestion_wastewater-555.6,555.6,"https://en.wikipedia.org/wiki/Membrane_bioreactor, http://www.sciencedirect.com/science/book/9781856174817","Up to 48 million litres per day",c,,
anaerobicDigestion_sludge_manure-1796.361,1796.361,http://www.sciencedirect.com/science/article/pii/S0960148112003552,"2566.23 kg/s (summing total influents)., assume smallest scale at 1m3 per day (as for activated-sludge-anammox.yaml)",c,,
anaerobicDigestion_sludge-1796.361,1796.361,http://www.sciencedirect.com/science/article/pii/S0960148112003552,"2566.23 kg/s (summing total influents)., assume smallest scale at 1m3 per day (as for activated-sludge-anammox.yaml)",c,,
anaerobicDigestion_sludge_usedOil-1796.361,1796.361,http://www.sciencedirect.com/science/article/pii/S0960148112003552,"2566.23 kg/s (summing total influents)., assume smallest scale at 1m3 per day (as for activated-sludge-anammox.yaml)",c,,
AnMBR-reverseOsmosis_wastewater-555.6,555.6,"https://en.wikipedia.org/wiki/Membrane_bioreactor, http://www.sciencedirect.com/science/book/9781856174817","Up to 48 million litres per day. Assume that when commercialised, the process will scale up to the size of other similar processes, assume smallest scale at 1m3 per day (as for activated-sludge-anammox.yaml)",m,http://www.iwaponline.com/wst/05605/0211/056050211.pdf,"Pilot plant"
biochemical_cornStover_ethanol-18.248,18.248,"http://link.springer.com/article/10.1007/s00267-010-9494-2#page-13, http://www.ethanolproducer.com/articles/8623/small-scale-step-forward","18248 kW, small scale produces 2 gal ethanol per hour (used to calculate minimum electricity output)",c,,
biochemical_wastePaper_ethanol-22.989,22.989,http://link.springer.com/article/10.1007/s00267-010-9494-2#page-12,"22989 kW, small scale produces 2 gal ethanol per hour (used to calculate minimum electricity output)",c,,
biochemical_wheatStraw_ethanol-20.299,20.299,http://link.springer.com/article/10.1007/s00267-010-9494-2#page-11,"20299 kW, small scale produces 2 gal ethanol per hour (used to calculate minimum electricity output)",c,,
biochemical_woodChips_ethanol-19.543,19.543,http://link.springer.com/article/10.1007/s00267-010-9494-2#page-10,"19543 kW, small scale produces 2 gal ethanol per hour (used to calculate minimum electricity output)",c,,
biodiesel_boiler-0.512,0.512,http://ac.els-cdn.com/S0360544204001215/1-s2.0-S0360544204001215-main.pdf?_tid=3bab3f92-e760-11e4-a574-00000aacb35d&acdnat=1429536303_c75fb9294d87d9c0f19a3a90498aae5b,"512 kW (school scale), domestic applications at the small-scale (http://biofuelrefineries.co.uk/green-qs-answered/using-biodiesel-for-heating/), range of boiler sizes taken from http://bpec.org.uk/downloads/CE30%20-%20Domestic%20heating%20by%20gas.pdf",c,,
biodiesel-CHP-CHECK-REFERENCE,CHECK-REFERENCE,,,c,,
biodiesel-cookingOil-0.12,0.12,"http://www.extension.org/pages/27537/commercial-and-large-scale-biodiesel-production-systems#.Va4YrR9Pabk, http://www.vegetableoildiesel.co.uk/","Larger plants greater than 4 million L/year, small-scale systems produce 400 L in 5 hours (assume density of 0.87 kg/L http://www.sciencedirect.com/science/article/pii/S0960148108000773)",c,http://www.extension.org/pages/27537/commercial-and-large-scale-biodiesel-production-systems#.Va4YrR9Pabk,
biogas-MSW-agri-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",c,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010",
biogas-CHP-300,300,"http://www.epa.gov/chp/documents/catalog_chptech_full.pdf, Assume as for other similar CHP processes","0.5-300  Mwe",c,,
biogas-MSW-food-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010, assume as for biogas-agri.yaml","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",c,http://www.sciencedirect.com/science/article/pii/S0960148111005957,
biogas-MSW-sewage-combo-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010, assume as for biogas-agri.yaml","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",c,http://www.sciencedirect.com/science/article/pii/S0304389406007953,"Addition to wastewater"
biogas-MSW-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010, assume as for biogas-agri.yaml","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",c,,
biogas-municipalFoodWaste-greenWaste-CNG-heat-elec-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010, assume as for biogas-agri.yaml","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",m,http://www.sciencedirect.com/science/article/pii/S0961953410004757,"Proposed pilot plant"
biogas-municipalFoodWaste-greenWaste-CNG-heat-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010, assume as for biogas-agri.yaml","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",m,http://www.sciencedirect.com/science/article/pii/S0000000000000001,"Proposed pilot plant"
biogas-municipalFoodWaste-greenWaste-CNG-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010, assume as for biogas-agri.yaml","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",m,http://www.sciencedirect.com/science/article/pii/S0000000000000002,"Proposed pilot plant"
biogas-municipalFoodWaste-greenWaste-elec-4.439,4.439,"http://www.biocycle.net/2010/02/23/anaerobic-digestion-of-msw-in-europe/. almost 200 digesters in Europe by end of 2010, assume as for biogas-agri.yaml","Typical plants digest 30-70% of 100000-200000 tons per year. Smaller units digest 8000-15000 tpy, larger units digest 30000-50000 tpy.",m,http://www.sciencedirect.com/science/article/pii/S0000000000000003,"Proposed pilot plant"
biogas-UPGRADE-methane-AwR-0.24,0.24,"http://www.iea-biogas.net/files/daten-redaktion/download/publi-task37/upgrading_rz_low_final.pdf, http://www.engineeringtoolbox.com/gas-density-d_158.html","Capcity for gas range from 20 m3/hour to 13000 m3/hour, assume methane density is 0.668 kg/m3",c,http://www.sgc.se/ckfinder/userfiles/files/SGC270.pdf,"Identifies existing plants"
biogas-UPGRADE-methane-BABIU-0.24,0.24,"http://www.iea-biogas.net/files/daten-redaktion/download/publi-task37/upgrading_rz_low_final.pdf, http://www.engineeringtoolbox.com/gas-density-d_158.html","Capcity for gas range from 20 m3/hour to 13000 m3/hour, assume methane density is 0.668 kg/m3",c,http://www.sgc.se/ckfinder/userfiles/files/SGC270.pdf,"Identifies existing plants"
biogas-UPGRADE-methane-HPWS-0.24,0.24,"http://www.iea-biogas.net/files/daten-redaktion/download/publi-task37/upgrading_rz_low_final.pdf, http://www.engineeringtoolbox.com/gas-density-d_158.html","Capcity for gas range from 20 m3/hour to 13000 m3/hour, assume methane density is 0.668 kg/m3",c,http://www.sgc.se/ckfinder/userfiles/files/SGC270.pdf,"Identifies existing plants"
biogas-vegWaste-0.24,0.24,"http://www.iea-biogas.net/files/daten-redaktion/download/publi-task37/upgrading_rz_low_final.pdf, http://www.engineeringtoolbox.com/gas-density-d_158.html","Capcity for gas range from 20 m3/hour to 13000 m3/hour, ADD SMALLER LOCAL UNITS TOO, e.g. http://www.biofermenergy.com/references/allen-farms-small-scale-digester/",c,http://www.sgc.se/ckfinder/userfiles/files/SGC270.pdf,"Identifies existing plants"
biomass_biogas-biodiesel-0.158,0.158,http://www.biofuelstp.eu/btl.html,"Example project produces 50000 t biodiesel p.a.",r,http://www.biofuelstp.eu/btl.html,"Proposed projects, some existing projects, and some pilot plants"
biomass_ethanol-2.22,2.22,https://en.wikipedia.org/wiki/Cellulosic_ethanol_commercialization,"Plants between 5m-70m litres p.a. (see Table)",r,https://en.wikipedia.org/wiki/Cellulosic_ethanol_commercialization,"First commercial-scale plants in 2013"
biomass-gasification-130,130,https://www.ashden.org/biomass-gasification,"Lots of small-scale (130 MW) off-grid systems in Asia, small-scale generators http://www.sciencedirect.com/science/article/pii/S1876610214000289",r,http://www.eubia.org/index.php/about-biomass/pyrolysis-and-gasification/gasification,"Commercial penetration still low due to costs (2012)"
biomass-hydrogen-dark-fermentation-0.2913,0.2913,https://books.google.com/books?id=p53AAgAAQBAJ&pg=PA355&lpg=PA355&dq=biohydrogen+production+plant+capacity&source=bl&ots=tT2iWdMkvx&sig=Z8dyxvstdEDckfl3dveczmwGOkk&hl=en&sa=X&ved=0CFAQ6AEwBmoVChMItcbHoOSjxwIVaSPbCh1FmgQo#v=onepage&q=biohydrogen%20production%20plant%20capacity&f=false,"Assume a plant of 3600 GJ/day, after commercialisation (=280000 m3/day)",ml,"http://www.sciencedirect.com/science/article/pii/S0360319907004065, http://www.sciencedirect.com/science/article/pii/S0360319914014827","Not yet at commercial-scale (only lab)"
biomass-hydrogen-electrochemically-assisted-process-0.2913,0.2913,https://books.google.com/books?id=p53AAgAAQBAJ&pg=PA355&lpg=PA355&dq=biohydrogen+production+plant+capacity&source=bl&ots=tT2iWdMkvx&sig=Z8dyxvstdEDckfl3dveczmwGOkk&hl=en&sa=X&ved=0CFAQ6AEwBmoVChMItcbHoOSjxwIVaSPbCh1FmgQo#v=onepage&q=biohydrogen%20production%20plant%20capacity&f=false,"Assume a plant of 3600 GJ/day, after commercialisation (=280000 m3/day)",ml,"http://www.sciencedirect.com/science/article/pii/S0360319907004065, http://www.sciencedirect.com/science/article/pii/S0000000000000001","Not yet at commercial-scale (only lab)"
biomass-hydrogen-photo-fermentation-0.2913,0.2913,https://books.google.com/books?id=p53AAgAAQBAJ&pg=PA355&lpg=PA355&dq=biohydrogen+production+plant+capacity&source=bl&ots=tT2iWdMkvx&sig=Z8dyxvstdEDckfl3dveczmwGOkk&hl=en&sa=X&ved=0CFAQ6AEwBmoVChMItcbHoOSjxwIVaSPbCh1FmgQo#v=onepage&q=biohydrogen%20production%20plant%20capacity&f=false,"Assume a plant of 3600 GJ/day, after commercialisation  (=280000 m3/day)",ml,"http://www.sciencedirect.com/science/article/pii/S0360319907004065, http://www.sciencedirect.com/science/article/pii/S0000000000000002","Not yet at commercial-scale (only lab)"
biomass-hydrogen-two-stage-process-0.2913,0.2913,https://books.google.com/books?id=p53AAgAAQBAJ&pg=PA355&lpg=PA355&dq=biohydrogen+production+plant+capacity&source=bl&ots=tT2iWdMkvx&sig=Z8dyxvstdEDckfl3dveczmwGOkk&hl=en&sa=X&ved=0CFAQ6AEwBmoVChMItcbHoOSjxwIVaSPbCh1FmgQo#v=onepage&q=biohydrogen%20production%20plant%20capacity&f=false,"Assume a plant of 3600 GJ/day, after commercialisation (=280000 m3/day)",ml,"http://www.sciencedirect.com/science/article/pii/S0360319907004065, http://www.sciencedirect.com/science/article/pii/S0000000000000003","Not yet at commercial-scale (only lab)"
biomass-pyrolysis-4,4,http://www.soci.org/~/media/Files/Conference%20Downloads/2012/Processing%20Lignocellulosic%20Biomass%20Nov%202012/R036_C_Peacocke_CPI_8th_Nov_2012_PUBLISH.ashx,"E.g. 1 MW, 4 MW",c,http://www.soci.org/~/media/Files/Conference%20Downloads/2012/Processing%20Lignocellulosic%20Biomass%20Nov%202012/R036_C_Peacocke_CPI_8th_Nov_2012_PUBLISH.ashx,"Several UK plants"
biomass-to-DME-3.63,3.63,http://www.sciencedirect.com/science/article/pii/S0961953411002960,"13.085 t/hour",m,http://www.biofuelstp.eu/factsheets/dme-fact-sheet.html,"One demo plant (Sweden)"
biomass-to-hydrogen-1.58,1.58,http://www.vtt.fi/inf/pdf/workingpapers/2009/W131.pdf,"Plants range from few MW (<10), or 50000 t per year of methanol equivalent production",ml,http://www.vtt.fi/inf/pdf/workingpapers/2009/W131.pdf,"Several demo plants to produce transport fuels, which could be adapted."
biomass-to-methanol-5.06,5.06,http://www.sciencedirect.com/science/article/pii/S0961953411002960,"18.237 t/hour",r,http://www.biofuelstp.eu/methanol.html,"slowly emerging"
CHP-biomass-1,1,http://www.turboden.eu/en/public/downloads/report_on_lienz_plant.pdf,"1000 kW, Assume minimum value of other CHP devices",c,,
CHP-decentralised-fuelCell_biomass-3,3,http://www.sciencedirect.com/science/article/pii/S0360544213005458,"Simulation of 3MWth plant",m,http://www.sciencedirect.com/science/article/pii/S0360544213005458,"Data from demo plant and simulation"
CHP-fuelCell_hydrogen-2,2,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"5 kw to 2 MW",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-gas_fuelOil-300,300,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5-300  Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
wasteGas-300,300,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5-300  Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-gas_gasNatural-300,300,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5-300  Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-microTurbine_liquidFuel-1,1,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.03-1 MWe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-microTurbine_gasNatural-1,1,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.03-1 MWe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-reciprocatingEngine_LPG-10,10,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.005-10 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-reciprocatingEngine_gasNatural-10,10,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.005-10 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-reciprocatingEngine_wasteGas-10,10,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.005-10 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_biogas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_biogas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_fuelOil-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_fuelOil-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_hydrogen-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_hydrogen-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_wasteGas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_wasteGas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_liquidFuel-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_liquidFuel-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_LPG-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_LPG-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_methanol-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_methanol-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_gasNatural-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_gasNatural-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_propane-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_propane-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_syngas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_syngas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_wasteGas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-large_wasteGas-500,500,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"Assume 500 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_biogas-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_fuelOil-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_liquidFuel_hydrogen-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_wasteGas-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_liquidFuel-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_LPG-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_methanol-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_gasNatural-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_propane-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_syngas-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
CHP-steam-small_wasteGas-0.5,0.5,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,"0.5 Mwe",c,http://www.epa.gov/chp/documents/catalog_chptech_full.pdf,
coalLooping_hydrogen-elec-450,450,http://www.sciencedirect.com/science/article/pii/S0360319913028863,"300-450 MW",m,http://oee.osu.edu/successful-200-hour-continuous-operation-of-coal-direct-chemical-looping-combustion-technology.html,"Still at Pilot stage"
coal-solar-hybrid-116.9137,116.9137,http://ac.els-cdn.com/S0038092X10003579/1-s2.0-S0038092X10003579-main.pdf?_tid=1a0b674a-e43b-11e4-81ca-00000aab0f26&acdnat=1429190501_060240121a4d342af3824f25a3c98ac3,"116913.7 kW",ml,http://www.gizmag.com/first-solarcoal-hybrid-power-station/15728/,"First demonstration project in Colorado (2010)"
cofiring-biomass-coal-1600,1600,http://www.rwe.com/web/cms/en/1754834/rwe-generation-se/about-us/energy-mix/biomass/,"Examples include 1245 MW, 1600 MW, 1131 MW",c,http://www.rwe.com/web/cms/en/1754834/rwe-generation-se/about-us/energy-mix/biomass/,
cofiring-boiler_coal-biomass-350,350,"http://www.sciencedirect.com/science/article/pii/S0961953408001797, Fig 2","Assumes a range of about 10-350 MW",c,http://ac.els-cdn.com/S0961953408001797/1-s2.0-S0961953408001797-main.pdf?_tid=25c3ac72-311c-11e5-8dd1-00000aab0f26&acdnat=1437643446_daf999bfd08b78ac4c259d5201502c92,"Just discusses the economic feasibility of the technology"
combustion-biomass-350,350,https://setis.ec.europa.eu/system/files/4.Efficiencyofheatandelectricityproductiontechnologies.pdf,"Capacity ranges from 8.7-350 Mwe",c,https://setis.ec.europa.eu/system/files/4.Efficiencyofheatandelectricityproductiontechnologies.pdf,"Summarised in Table 1-2"
coal-combustion-bituminous-350,350,https://setis.ec.europa.eu/system/files/4.Efficiencyofheatandelectricityproductiontechnologies.pdf,"Capacity ranges from 8.7-350 Mwe",c,https://setis.ec.europa.eu/system/files/4.Efficiencyofheatandelectricityproductiontechnologies.pdf,
combustion-coal-combined-cycle-2400,2400,http://en.wikipedia.org/wiki/Combined_cycle,"Capacity ranges from 1-6 sets of 400 MW turbine combinations (e.g. 130 MW steam + 270 MW gas)",c,http://en.wikipedia.org/wiki/Combined_cycle,
combustion-coal-2400,2400,http://en.wikipedia.org/wiki/Combined_cycle,"Capacity ranges from 1-6 sets of 400 MW turbine combinations (e.g. 130 MW steam + 270 MW gas)",c,http://en.wikipedia.org/wiki/Combined_cycle,
combustion-sludgeDigested-0.9474,0.9474,"file:///home/tr608/Downloads/OTE_OiA_Sludge_incineration_plant_ERZ_Zurich_Zuric.pdf, http://www.seas.columbia.edu/earth/wtert/sofos/Ellyin_Thesis.pdf","Plant in Zurich, 10000 m3 annually of sludge digested, Assume sludge density of 1400 kg/m3, 137 tons/y at plant in Horsholm.",c,http://www.casaweb.org/biosolids/regulations/sewage-sludge-incineration,
combustion-sludgeRaw-0.9474,0.9474,file:///home/tr608/Downloads/OTE_OiA_Sludge_incineration_plant_ERZ_Zurich_Zuric.pdf,"Plant in Zurich, 10000 m3 annually of sludge digested, Assume sludge density of 1400 kg/m3",c,,"Assume as above"
constructed-wetland-43.9,43.9,http://water.epa.gov/infrastructure/septic/upload/wetlands-subsurface_flow.pdf,"U.S. systems: largest less than 3.8e3 m3/day; smaller systems from few hundered gallons per day to 40000 gallons per day",c,http://www.extension.umn.edu/environment/water/onsite-sewage-treatment/innovative-sewage-treatment-systems-series/constructed-wetlands/,
conventionalAirConditioning-0.003517,0.003517,http://www.sciencedirect.com/science/article/pii/S0306261900000660,"3.517 kW",c,,
cookingStove-Uganda-traditional-CHECK-REFERENCE,CHECK-REFERENCE,,,c,,
cooling-evaporative-cooling-0.00000108,1.08E-06,"http://www.sciencedirect.com/science/article/pii/S0360132301001044, Table 3","3.9 kJ/h",c,,
cooling-evaporative-heating-0.00382,0.00382,"http://www.sciencedirect.com/science/article/pii/S0360132301001044, Table 2","3.82 kW",c,,
cooling-thermallyActivated_adsorption-activatedCarbon-0.012,0.012,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"<12 kW (Table 7)",c,http://www.sciencedirect.com/science/article/pii/S0360128510000493,
cooling-thermallyActivated_adsorption-silica-1,1,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"5-1000 kW",c,,
cooling-thermallyActivated_H2O-NH3_double-0.11,0.11,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"<110 kW",c,,
cooling-thermallyActivated_H2O-NH3_single-small-0.09,0.09,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"10-90 kW",c,,
cooling-thermallyActivated_H2O-NH3_single-6.5,6.5,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"10 Ð 6500 kW",c,,
cooling-thermallyActivated_LiBr-H2O_double-11.63,11.63,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"20 Ð 11630 kW",c,,
cooling-thermallyActivated_LiBr-H2O_single-7,7,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"5 Ð 7000 kW",c,,
cooling-thermallyActivated_liquidDessicant-0.5,0.5,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"50 Ð 500 kW",c,,
cooling-thermallyActivated_solidDessicant-0.05,0.05,http://www.sciencedirect.com/science/article/pii/S0360128510000493,"5 Ð 50 kW",c,,
